title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,ratings,metascore,imdb_rating,imdb_votes,imdb_id,type,dvd,box_office,production,website,response
One Good Turn,1931,Passed,31 Oct 1931,20 min,"Short, Comedy",James W. Horne,H.M. Walker,"Stan Laurel, Oliver Hardy, Mary Carr","A kindly old widow serves a free meal to the penniless boys but her greedy landlord wants to evict her for non payment of her mortgage, prompting the boys to come to her rescue.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGJjNjU4MmItNGYxMS00N2NmLWJhODUtNjNhN2NjZjZhZDMyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}]",N/A,7.1,"1,516",tt0022227,movie,12 Jul 2017,N/A,N/A,N/A,True
Arabian Nights: Volume 2 - The Desolate One,2015,Not Rated,29 Jul 2015,131 min,Drama,Miguel Gomes,"Telmo Churro, Miguel Gomes, Mariana Ricardo","Crista Alfaiate, Chico Chapas, Luísa Cruz","Continuation of the Arabian Nights stories by the structure were adapted to modern life in Portugal in three innings and the third chapter ""The Owners of Dixie"" has three chapters.","Portuguese, English, French, German, Mandarin","Portugal, France, Germany, Switzerland",20 wins & 27 nominations,https://m.media-amazon.com/images/M/MV5BNjMzMzcyODgzOF5BMl5BanBnXkFtZTgwNjczNjQzNzE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}, {'source': 'Metacritic', 'value': '81/100'}]",81,7.1,"1,480",tt4692234,movie,08 Apr 2016,"$6,398",N/A,N/A,True
The Hunt for Eagle One,2006,R,17 Jan 2006,88 min,"Action, War",Brian Clyde,"Michael Henry Carter, Michael Henry Carter (characters)","Mark Dacascos, Theresa Randle, Rutger Hauer, Joe Suba",A group of U.S. Marines are sent to rescue a captured U.S. Marine and a Filipino Captain while stopping a group of Al-Qaeda-backed local rebels from launching biological weapons.,"English, Tagalog, Filipino",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTY4MjAyNTA3OF5BMl5BanBnXkFtZTcwNDEzOTIzMQ@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '3.8/10'}]",N/A,3.8,"1,469",tt0486597,movie,09 Feb 2016,N/A,N/A,N/A,True
Adele One Night Only,2021,TV-14,14 Nov 2021,88 min,"Documentary, Biography, Music",Paul Dugdale,"Lauren Greenberg, David Young","Adele, Oprah Winfrey, Louise Barnes",A primetime special welcoming back the superstar performer with an extraordinary concert performance that includes the earliest opportunity to hear her first new material in six years.,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BZDYzNmI0NjUtNWNmYi00MmZiLWFkMDctMTllNTYzMTZiMDc0XkEyXkFqcGdeQXVyMjgzMDQwNTA@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.9/10'}]",N/A,7.9,"1,529",tt15711284,movie,N/A,N/A,N/A,N/A,True
One Last Deal,2018,N/A,04 Jan 2019,95 min,Drama,Klaus Härö,Anna Heinämaa,"Heikki Nousiainen, Pirjo Lonka, Amos Brotherus",An elderly art dealer investigates the history behind an unsigned painting that promises to bring his suffering career to a successful end.,"Finnish, Swedish",Finland,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjlhNjBlNGYtNzVlMC00MzJiLTg3MjAtZmEyOTBhY2VkMDA1XkEyXkFqcGdeQXVyMDA2ODM5NQ@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '88%'}]",N/A,7.2,"1,426",tt5851680,movie,N/A,N/A,N/A,N/A,True
Cat Shit One,2010,TV-14,05 Feb 2011,22 min,"Animation, Short, Action",Kazuya Sasahara,N/A,"Sawaki Akimoto, Mandy Flynn, Tom Flynn","Botasky and Packy are private contractors, working in the Middle East, with support from a distant helicopter-mobile base. Their jobs are as ""sniper"" and ""spotter"", the spotter is the team lead (as is accurate military protocol). ...","Japanese, English",Japan,1 nomination,https://m.media-amazon.com/images/M/MV5BZTFlMzFlMTMtYTRhMC00ZTk1LWI5ZTAtMWY5MTFjMjYzNzFiXkEyXkFqcGdeQXVyNjU0NTUyNTE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.9/10'}]",N/A,6.9,"1,412",tt2368669,movie,N/A,N/A,N/A,N/A,True
Three Lives and Only One Death,1996,N/A,11 Oct 1996,123 min,"Comedy, Crime",Raúl Ruiz,"Pascal Bonitzer, Raúl Ruiz","Marcello Mastroianni, Anna Galiena, Marisa Paredes","Take a walk into the dreamlike world of filmmaker Raul Ruiz as he takes us to Paris for a twisting ride. Four strangely symmetrical stories unfold involving love, lust, crime, and time.","French, Italian, Russian","France, Portugal",3 nominations,https://m.media-amazon.com/images/M/MV5BOWE5MWYwYjYtY2RlOS00Yzk1LThkYWYtZWJkNzcxMjE5NjBhXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '70%'}]",N/A,6.9,"1,405",tt0117968,movie,N/A,N/A,N/A,N/A,True
Arrow: Year One,2013,N/A,02 Oct 2013,N/A,Drama,N/A,"Greg Berlanti, Marc Guggenheim, Andrew Kreisberg","Stephen Amell, John Barrowman, Katie Cassidy",This one-hour special gives Arrow fans a chance to catch up on the incredible events that led billionaire Oliver Queen to secretly create the persona of the Hood/Arrow.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BN2Y5NTdjMmItZWU3ZC00ZWM3LTg4YmQtM2U1YWRmMjA3ZTE0XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.4/10'}]",N/A,8.4,"1,396",tt3276622,movie,N/A,N/A,N/A,N/A,True
Tell No One,2012,Unrated,07 Sep 2012,85 min,"Comedy, Romance",Ivan Silvestrini,Roberto Proia,"Josafat Vagni, Monica Guerritore, Francesco Montanari","Matthia is about to move to Madrid to be with his boyfriend Eduard, so he won't have to reveal to the family of being gay. Eduard, however, is convinced that their marriage has the blessing of all family members. On the day before...",Italian,Italy,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjI5ODI3MTE5MF5BMl5BanBnXkFtZTgwMDc4NzQxMTE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.6/10'}]",N/A,6.6,"1,384",tt2181867,movie,05 Nov 2016,N/A,N/A,N/A,True
One Night,2012,N/A,14 Mar 2012,104 min,Drama,Lucas Belvaux,"Lucas Belvaux, Didier Decoin","Yvan Attal, Sophie Quinton, Nicole Garcia","A young woman is stabbed, sexually assaulted and murdered in public as her neighbors ignore her cries for help.","French, English","France, Belgium",1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTEyMDk4ODk1OTleQTJeQWpwZ15BbWU4MDc1Mjc2NDEx._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.2/10'}]",N/A,6.2,"1,382",tt1817286,movie,N/A,N/A,N/A,N/A,True
Music for One Apartment and Six Drummers,2001,N/A,07 Sep 2001,10 min,"Short, Comedy, Music","Ola Simonsson, Johannes Stjärne Nilsson","Ola Simonsson, Johannes Stjärne Nilsson","Johannes Björk, Magnus Börjeson, Marcus Haraldson","A gang in a Volvo have staked out a flat; when its occupants leave to walk their dog, the six break into the place. One keeps his eyes on a stopwatch: they have only ten minutes before the couple returns. Instead of stealing things, ",Swedish,Sweden,10 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZGZiMmUwMmQtMjQzYy00YmE0LWJjYTctMTI5MjdmZGJiMTE4XkEyXkFqcGdeQXVyMTI5MTkxODg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.9/10'}]",N/A,7.9,"1,352",tt0283326,movie,N/A,N/A,N/A,N/A,True
One Christmas Eve,2014,Not Rated,30 Nov 2014,86 min,"Comedy, Drama, Family",Jay Russell,Holly Goldberg Sloan,"Anne Heche, Kevin Daniels, Carlos Gómez","A series of mishaps threaten a recently divorced mom's attempts to make her two kids' first Christmas ""without dad"" perfect.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BN2FmNGZkYzYtYTc1MC00MDVjLThkOTMtMjQzZTgyMWEwODM5XkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.0/10'}]",N/A,6.0,"1,342",tt3725224,movie,28 Nov 2017,N/A,N/A,N/A,True
One Special Night,1999,PG,28 Nov 1999,92 min,"Drama, Romance",Roger Young,"Jan Hartman, Nancey Silvers","James Garner, Julie Andrews, Patricia Charbonneau","Two strangers take refuge in a small cabin during a stormy winter night and, despite their differences, or perhaps because of them, they are undeniably drawn to one another in this holiday classic.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTExNTkyMTIxOTdeQTJeQWpwZ15BbWU3MDExMjUwMzE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.2/10'}]",N/A,7.2,"1,339",tt0165543,movie,26 Nov 2002,N/A,N/A,N/A,True
One Night in Istanbul,2014,Not Rated,11 Sep 2014,93 min,"Comedy, Sport",James Marquand,Nicky Allt,"Steven Waddington, Ingvar Sigurdsson, Lucien Laviscount",A screen adaptation of the hit play about the exploits of a group of Liverpool Football Club fans at the UEFA Champions League 2005 final in Istanbul.,N/A,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTY5OTM5NzgwMF5BMl5BanBnXkFtZTcwNjE2OTgzOQ@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.1/10'}]",N/A,5.1,"1,338",tt1800351,movie,22 May 2017,N/A,N/A,N/A,True
One Piece: The Giant Mechanical Soldier of Karakuri Castle,2006,TV-14,04 Mar 2006,94 min,"Animation, Action, Comedy",Kônosuke Uda,"Masahiro Ito, Eiichiro Oda","Takeshi Aono, Hiroaki Hirata, Kazue Ikura","The StrawHat crew salvage a treasure chest from a sinking wreckage during a raging storm, but it turns out to be an old lady hiding inside it. To get the Straw Hat Pirates to take her home, she promises them the treasure of a gold...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNTgxZmUxNWYtMjg3Mi00NWFlLWFkN2YtMTkzOGNkZWIwM2NjXkEyXkFqcGdeQXVyMjc0MjUzMzU@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.5/10'}]",N/A,6.5,"1,324",tt1059950,movie,N/A,N/A,N/A,N/A,True
One Touch of Venus,1948,Approved,01 Aug 1948,82 min,"Comedy, Fantasy, Musical","William A. Seiter, Gregory La Cava","Harry Kurnitz, Frank Tashlin, S.J. Perelman","Robert Walker, Ava Gardner, Dick Haymes","Fantasy comedy about a young window dresser who kisses a statue of Venus, which then comes to life in the form of Ava Gardner. However, the problems begin when Venus falls in love with him.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGJlYzY0ZjAtZjQzOS00N2NkLWFlYTQtZjU5MWRhY2EzMjAwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.6/10'}]",N/A,6.6,"1,319",tt0040669,movie,14 Oct 2008,N/A,N/A,N/A,True
"One Nation, One King",2018,N/A,26 Sep 2018,121 min,"Drama, History",Pierre Schoeller,Pierre Schoeller,"Gaspard Ulliel, Adèle Haenel, Olivier Gourmet","The intertwining fates of the historical figures, the men and the women of the 1789 French revolution, as they meet at the newly established Assemblée Nationale.",French,"France, Belgium",5 nominations,https://m.media-amazon.com/images/M/MV5BNDQ0MjBhNDgtMmY4ZC00NjhkLWI3NjMtZDU5NjI0ZmNkMDRkXkEyXkFqcGdeQXVyNzExNDQ2NDM@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}]",N/A,5.8,"1,316",tt7073522,movie,22 Oct 2019,"$6,576",N/A,N/A,True
15 Years and One Day,2013,N/A,07 Jun 2013,96 min,Drama,Gracia Querejeta,"Santos Mercero, Gracia Querejeta","Tito Valverde, Maribel Verdú, Arón Piper","Margo is struggling to deal with her son, Jon a rebellious and free-spirited teenager who runs with a bad crowd. After Jon is expelled from school, Margo sends him to live with his grandfather Max, a retired military officer who l...",Spanish,Spain,4 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BZjcyNzcxNjQtN2JjOC00YzNiLTk2YTQtOTRmNTUyZWU3ZWMxXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.9/10'}]",N/A,5.9,"1,307",tt2368525,movie,N/A,N/A,N/A,N/A,True
One to Another,2006,Unrated,20 Sep 2006,95 min,Drama,"Pascal Arnold, Jean-Marc Barr",Pascal Arnold,"Lizzie Brocheré, Arthur Dupont, Guillaume Baché","Chacun Sa Nuit explores the carnal inter-dependencies among a host of characters who live in a town in provincial France. At the center of it all is Pierre (Arthur Dupont), a conceited and vain bisexual musician in his late teens ...",French,"France, Denmark",N/A,https://m.media-amazon.com/images/M/MV5BOTU3NDUxNjkyOF5BMl5BanBnXkFtZTcwNjQxNDgzMg@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}, {'source': 'Rotten Tomatoes', 'value': '45%'}, {'source': 'Metacritic', 'value': '41/100'}]",41,5.8,"1,305",tt0486751,movie,02 Oct 2007,"$18,435",N/A,N/A,True
Crimes of Passion: Death of a Loved One,2013,N/A,08 Mar 2013,89 min,Crime,Birger Larsen,"Maria Lang, Jonna Bolin-Cullberg, Charlotte Orwin","Tuva Novotny, Linus Wahlgren, Ola Rapace","Puck Ekstedt, doctoral student in literature, is invited by her supervisor Rutger to spend Midsummer with him and his wife at their summer house on an isolated island. When he reveals that the young historian Einar Bure will be th...",Swedish,Sweden,N/A,https://m.media-amazon.com/images/M/MV5BMzYxOTFlZGMtNGI3Ni00OTdjLTkxMDctNzFjYzVhYzE4MTUyXkEyXkFqcGdeQXVyMTMwOTMzNzU@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}]",N/A,5.8,"1,293",tt2504308,movie,N/A,N/A,Pampas Produktion,N/A,True
One Foot in Heaven,1941,Approved,01 Nov 1941,108 min,"Biography, Drama",Irving Rapper,"Casey Robinson, Hartzell Spence","Fredric March, Martha Scott, Beulah Bondi",Episodic look at the life of a minister and his family as they move from one parish to another.,English,United States,Nominated for 1 Oscar. 1 nomination total,https://m.media-amazon.com/images/M/MV5BMGFiYjhkZTAtYWE0MC00MDg4LTllZWEtNTMzOTQ4OTJmZjhmXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}]",N/A,6.7,"1,292",tt0033980,movie,N/A,N/A,N/A,N/A,True
Friends: The One Before the Last One - Ten Years of Friends,2004,TV-14,06 May 2004,22 min,Comedy,Lorna Davis,"David Crane, Marta Kauffman","Jennifer Aniston, Courteney Cox, Lisa Kudrow","A collection of clips from past episodes, past seasons, leading to the final episode.",English,United States,Nominated for 1 Primetime Emmy. 1 nomination total,https://m.media-amazon.com/images/M/MV5BOTgyZGQzMTYtZTYzZS00MmJiLWE1YTItMTVhZmExNWE4MWJjXkEyXkFqcGdeQXVyODA5OTgxNjA@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '8.7/10'}]",N/A,8.7,"1,290",tt0583508,movie,N/A,N/A,N/A,N/A,True
One Night Stand,2016,N/A,06 May 2016,97 min,"Drama, Romance",Jasmine D'Souza,Bhavani Iyer,"Tanuj Virwani, Sunny Leone, Narendra Jetley",The story is about Urvil Raisingh and Celina who meet at an event and a memorable night later. Returning back home they continue with their lives. The memories of Celina haunt Urvil. What happens next forms the crux of the unfoldi...,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMDlkMWY4YTAtODQzZC00Y2E3LWE1NTUtZmY3NzUzMjIzODZiXkEyXkFqcGdeQXVyMjQwOTU5NTg@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '3.1/10'}]",N/A,3.1,"1,289",tt5358948,movie,15 Oct 2017,N/A,N/A,N/A,True
Violet Perfume: No One Is Listening,2001,PG-13,11 Mar 2001,90 min,Drama,Marisa Sistach,"José Buil, Marisa Sistach","Ximena Ayala, Nancy Gutiérrez, Arcelia Ramírez",The history of friendship of two females teenagers and how it's cracked up by misinformation about sexual education and violence against women.,Spanish,"Mexico, Netherlands",17 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BYjYyMTVjZTEtMjRhMy00NDhkLThjNDEtOTUyMjU5NTAzNzExXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}, {'source': 'Metacritic', 'value': '74/100'}]",74,7.1,"1,282",tt0280015,movie,N/A,N/A,N/A,N/A,True
One Night in Turin,2010,N/A,19 May 2010,90 min,"Documentary, Sport",James Erskine,"Pete Davies, James Erskine","Gary Oldman, Rebecca Marie Burnett, Paul Gascoigne","Before the Premier League and multi-million pound salaries, in England 'football' was a dirty word. The game was in disgrace, the fans, hooligans, the nation, it seemed, were all played out. Then there was Italia '90 - The World C...",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZGQxZmU2ZmMtNmEzMy00ZGRjLTgzYmUtYTIyMmFmMGFiY2U2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.9/10'}]",N/A,6.9,"1,266",tt1626175,movie,22 May 2017,N/A,N/A,N/A,True
One Man's Hero,1999,R,08 Oct 1999,121 min,"Action, Drama, History",Lance Hool,Milton S. Gelman,"Tom Berenger, Joaquim de Almeida, Daniela Romo","John Riley, an Irish immigrant soldier recruited in the American army during the Mexican-American War faces anti-immigrant and anti-Catholic bigotry from his fellow servicemen and defects to the Mexican army.","English, Spanish","Mexico, United States, Spain",3 nominations,https://m.media-amazon.com/images/M/MV5BMTg3ODc4MzU3Ml5BMl5BanBnXkFtZTcwMjUwOTc2NA@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '38%'}, {'source': 'Metacritic', 'value': '24/100'}]",24,6.0,"1,263",tt0120775,movie,20 Mar 2017,"$240,067",N/A,N/A,True
One Week Friends,2017,N/A,18 Feb 2017,120 min,"Comedy, Drama, Romance",Shôsuke Murakami,Matcha Hazuki,"Haruna Kawaguchi, Kento Yamazaki, Seika Furuhata","Yuki Hase befriended a lonely girl classmate when he notices that she's always alone. Upon knowing the girl, he found out a serious matter about her that can either make him put a space between them, or make them closer to each ot...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BY2NjMjRlYTItNjJlZS00N2RhLWIyOTEtNmQzZmNlN2RiZGE0XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.8/10'}]",N/A,6.8,"1,257",tt5167966,movie,N/A,N/A,N/A,N/A,True
From One Second to the Next,2013,N/A,07 Aug 2013,34 min,"Documentary, Short",Werner Herzog,N/A,"Valetta Bradford, Xzavier Davis-Bilbo, Aurie Parris",Stories of serious traffic accidents caused by texting and driving are told by the perpetrators and surviving victims.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmIwYzk4NWYtNzY3Zi00Nzg1LWEyMDgtYWQxMzA2ODU3NjQ4XkEyXkFqcGdeQXVyNDMzNDQ4ODA@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.4/10'}]",N/A,7.4,"1,248",tt3108864,movie,05 Dec 2016,N/A,N/A,N/A,True
One Tough Cop,1998,R,09 Oct 1998,90 min,"Action, Crime",Bruno Barreto,"Bo Dietl, Ken Gross, Jeremy Iacone","Stephen Baldwin, Chris Penn, Gina Gershon","A detective tries to remain loyal to his partner, and his best friend - a mobster.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjZkMGMyN2ItNjcxNS00ZDMyLWIwN2ItZDUxYTVjYzZmZGIwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.1/10'}, {'source': 'Rotten Tomatoes', 'value': '24%'}]",N/A,5.1,"1,248",tt0122642,movie,N/A,"$1,223,034",N/A,N/A,True
One Winter Proposal,2019,TV-G,12 Jan 2019,84 min,"Comedy, Romance",Gary Yates,"Eric Brooks, Erinne Dobson","Taylor Cole, Jack Turner, Rukiya Bernard",Old flames are reignited and current flames burn brighter when the foursome from One Winter Weekend returns to the ski resort where it all began.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODg2OGY5NmQtNjhlYS00OTQ5LTk4MjYtYzlmY2I4ZDM5N2EzXkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '6.6/10'}]",N/A,6.6,"1,244",tt9534518,movie,09 Nov 2020,N/A,N/A,N/A,True
One Body Too Many,1944,Approved,27 Nov 1944,75 min,"Comedy, Horror, Mystery",Frank McDonald,"Winston Miller, Maxwell Shane","Jack Haley, Jean Parker, Bela Lugosi",An insurance investigator arrives at a creepy mansion to protect a millionaire who has had death threats made against him.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQzMjk4NTYzMV5BMl5BanBnXkFtZTgwNzMwNDE3MzE@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '5.4/10'}]",N/A,5.4,"1,229",tt0037151,movie,15 Apr 2003,N/A,N/A,N/A,True
"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura",2008,TV-PG,01 Mar 2008,113 min,"Animation, Action, Comedy",Atsuji Shimizu,"Eiichiro Oda, Hirohiko Uesaka","Takeshi Aono, Hiroaki Hirata, Norio Minorikawa",An alternate retelling of the winter island with no name.,Japanese,Japan,1 nomination,https://m.media-amazon.com/images/M/MV5BNDUyOWEyZGEtZTgzYi00MDhjLTg4YjgtNmQxODM4OThjOGRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.0/10'}]",N/A,7.0,"1,214",tt1206326,movie,03 Dec 2020,N/A,N/A,N/A,True
As One,2012,PG-13,03 May 2012,127 min,"Drama, Sport",Hyun-Sung Moon,"Yeong-ah Yoo, Sung-hui Kwon, Hyun-Sung Moon","Ha Ji-Won, Bae Doona, Yeri Han","""As One"" is the cinematic retelling of the first ever post-war Unified Korea sports team, hastily formed to participate in the 41st World Table Tennis Championships in 1991. Following the North Korean mid-air bombing of Korean Air...","Korean, Japanese",South Korea,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTY4MTQzNTQyM15BMl5BanBnXkFtZTcwNjAzMzM5Nw@@._V1_SX300.jpg,"[{'source': 'Internet Movie Database', 'value': '7.2/10'}]",N/A,7.2,"1,214",tt2328503,movie,N/A,N/A,N/A,N/A,True
