title,first_genre,cleaned_plot,imdb_rating
Alex Reymundo: One Funny Hick-Spanic,documentary,"['shot', 'live', 'national', 'hispanic', 'cultural', 'center', 'albuquerque', 'new', 'mexico', 'comes', 'one', 'original', 'latin', 'kings', 'comedy', 'alex', 'reymundo', 'half', 'hillbilly', 'half', 'latino', 'comedian']",6.6
Rob Van Dam: One of a Kind,action,[],8.0
The Making of Plus One,comedy,"['set', 'cannes', 'film', 'festival', 'making', 'plus', 'one', 'packs', 'punch', 'pokes', 'little', 'fun', 'celebrity', 'obsession', 'fueling', 'modern', 'day', 'film', 'industry', 'full', 'fads', 'festival', 'red', 'carpets', 'creatively', 'incongruous']",5.8
Roy Wood Jr.: No One Loves You,comedy,"['roy', 'wood', 'jrs', 'second', 'onehour', 'standup', 'comedy', 'special', 'comedy', 'central', 'performed', 'chicagos', 'vic', 'theatre', 'daily', 'show', 'correspondent', 'hilariously', 'explores', 'todays', 'complicated', 'issues']",6.9
Kamen Rider Zero-One: Real×Time,action,"['aruto', 'friends', 'fight', 'defend', 'home', 'villainous', 'launches', 'worldwide', 'terrorist', 'attack', 'attempt', 'bring', 'forth', 'new', 'paradise']",8.2
One Night in October,drama,"['strange', 'things', 'happening', 'residents', 'suburban', 'town', 'tormented', 'series', 'murderous', 'characters', 'real', 'supernatural', 'tales', 'intertwine', 'weave', 'together', 'haunting', 'inescapable', 'night', 'te']",4.1
The One Ronnie,comedy,"['comedy', 'sketch', 'show', 'spiritual', 'successor', 'two', 'ronnies', '1971', 'celebration', 'ronnie', 'corbetts', '80th', 'birthday']",6.7
One Way Ticket,drama,"['sudden', 'death', 'daughter', 'pushes', 'mother', 'defy', 'laws', 'physics', 'tries', 'travel', 'back', 'time', 'prevent', 'fatal', 'car', 'accident']",6.7
With One Voice,documentary,"['illuminating', 'documentary', 'explores', 'unity', 'humanity', 'featuring', 'mystics', 'around', 'world', 'whose', 'lives', 'dedicated', 'answering', 'mysteries', 'existence']",7.9
We Are One,documentary,"['activists', 'around', 'world', 'fight', 'injustice', 'drive', 'social', 'change', 'documentary', 'follows', 'participation', 'music', 'video', 'solidarité']",4.6
One Night in Lisbon,comedy,"['texas', 'pilot', 'courts', 'british', 'aristocrat', 'london', 'amid', 'bombing', 'portugal', 'amid', 'spies']",6.7
"One Day, the Nile",drama,"['friendship', 'soviet', 'people', 'arabs', 'working', 'build', 'gigantic', 'aswan', 'dam']",6.4
One and a Half Prince,drama,"['love', 'friendship', 'love', 'versus', 'friendship', 'one', 'stronger', 'one', 'deeper']",5.3
Everything is one. Except for the 0,documentary,"['1981', 'wau', 'holland', 'hackers', 'established', 'hamburg', 'based', 'chaos', 'computer', 'club', 'ccc', 'idiosyncratic', 'freethinkers', 'inspired', 'californian', 'technology', 'visionaries', 'committed', 'hacker', 'ethics', 'info']",
Try This One for Size,comedy,"['insurance', 'investigator', 'looking', 'stolen', 'priceless', 'medieval', 'russian', 'icon']",5.3
One Deadly Weekend in America,documentary,"['stories', 'several', 'young', 'people', 'shot', 'friends', 'enemies', 'law', 'aftermath', 'ensued']",6.7
Bear Force One,animation,"['president', 'hates', 'bears', 'one', 'tried', 'kill', 'father', 'declares', 'war', 'bears', 'hijack', 'air', 'force', 'one', 'time', 'president', 'take', 'matters', 'hands']",7.1
Delta Force Commando II: Priority Red One,action,"['brillant', 'action', 'packed', 'sequel', 'centers', 'upon', 'courageous', 'exploits', 'secret', 'elite', 'cadre', 'american', 'jet', 'fighters', 'fighting', 'keep', 'world', 'safe', 'communism', 'demented', 'despot', 'rulers', 'time', 'must', 'stop']",3.5
Electra One,action,"['criminal', 'organization', 'led', 'man', 'named', 'elektra', 'found', 'serum', 'capable', 'unleashing', 'aggressive', 'anyone', 'furnishes', 'aware', 'news', 'soviet', 'american', 'governments', 'decide', 'join', 'forces', 'stop', 'dangerous', 'threat']",5.1
One New York Night,comedy,"['foxhall', 'ridgeway', 'arriving', 'new', 'york', 'city', 'west', 'stumbles', 'onto', 'murder', 'hotel', 'room', 'next', 'gets', 'tangled', 'affair', 'aid', 'phoebe', 'hotel', 'telephone', 'operator', 'takes', 'liking', 'hi']",6.1
'Angel': Season One,documentary,"['documentary', 'first', 'season', 'angel', '1999']",8.5
"Al Murray: One Man, One Guvnor",documentary,"['pub', 'landlord', 'back', 'save', 'nation', 'latest', 'standup', 'extravaganza', 'knows', 'country', 'really', 'needs', 'right', 'bloke', 'waving', 'pint', 'around', 'offering', 'common', 'sense', 'solutions']",7.4
One More Round,comedy,"['joseph', 'rex', 'common', 'businessman', 'lives', 'life', 'quietly', 'risk', 'free', 'overly', 'shape', 'rival', 'business', 'associate', 'dares', 'enter', 'amateur', 'boxing', 'contest', 'joseph', 'rex', 'decides', 'change', 'life', 'help', 'fe']",6.1
One Exciting Night,comedy,"['young', 'singer', 'meets', 'man', 'victim', 'kidnap', 'plot', 'assumed', 'gang', 'girlfriend']",6.3
Jonathan Ross Presents for One Week Only: David Lynch,documentary,[],7.0
One Wet Night,comedy,"['raining', 'heavily', 'first', 'young', 'husband', 'wife', 'concerned', 'husband', 'gets', 'soaked', 'way', 'home', 'work', 'finds', 'butler', 'left', 'suits', 'hanging', 'outside', 'rain']",5.1
One Direction: The Inside Story,documentary,"['one', 'direction', 'remain', 'top', 'game', 'biggest', 'boy', 'band', 'planet', 'invite', 'follow', 'journey', 'one', 'directionthe', 'inside', 'story']",7.1
Little One,drama,"['sometimes', 'healing', 'comes', 'unexpected', 'places']",7.1
One More Day,drama,"['inevitable', 'meeting', 'man', 'woman', 'lead', 'bond', 'relationship', 'unexpected', 'ending']",6.5
One Night with You,comedy,"['two', 'strangers', 'meet', 'miss', 'trains', 'end', 'spending', 'penniless', 'day', 'night', 'together', 'english', 'version', 'happened', 'one', 'night', '1934']",6.8
One Man's Fate,drama,"['young', 'farmer', 'paavos', 'wife', 'dies', 'childbirth', 'baby', 'soon', 'follows', 'wifes', 'family', 'claims', 'back', 'dowry', 'brought', 'marriage', 'paavo', 'already', 'used', 'farm', 'improvements', 'paavo', 'resorts', 'drinking']",6.2
The Chosen One,documentary,"['story', 'anakin', 'skywalker', 'central', 'character', 'star', 'wars']",7.6
One Night Only,drama,"['hanjae', 'meets', 'gay', 'men', 'bar', 'jongno', 'district', 'seoul', 'first', 'meets', 'internet', 'site', 'get', 'drunk', 'hanjae', 'steals', 'money']",5.6
One Great Love,drama,"['woman', 'must', 'choose', 'onagain', 'offagain', 'boyfriend', 'doctor', 'met']",6.8
One Fast Move or I'm Gone: Kerouac's Big Sur,documentary,"['jack', 'kerouac', 'escapes', 'post', 'road', 'fame', 'dream', 'isolated', 'retreat', 'cabin', 'big', 'sur', 'searches', 'inner', 'peace', 'road', 'comes', 'full', 'circle', 'selfexploration', 'resulting', 'alcoholfueled', 'par']",8.1
One Last Sunset Redux,action,"['group', 'survivors', 'struggle', 'exist', 'virus', 'begins', 'turn', 'entire', 'human', 'population', 'flesh', 'eating', 'zombies']",4.1
The Attractive One,comedy,[],5.1
The Big One,comedy,[],7.9
Two 4 One,drama,"['adam', 'miriam', 'onenight', 'stand', 'wind', 'pregnant']",7.2
Now I'll Tell One,comedy,[],6.3
One Who Came Back,documentary,"['us', 'army', 'corporal', 'wounded', 'korean', 'war', 'narrates', 'story', 'recovery', 'cameras', 'follow', 'starting', 'evacuation', 'battlefield', 'treatment', 'series', 'hospitals', 'eventually', 'returning', 'united', 'state']",7.1
Now I'll Tell One,comedy,[],6.3
One Who Came Back,documentary,"['us', 'army', 'corporal', 'wounded', 'korean', 'war', 'narrates', 'story', 'recovery', 'cameras', 'follow', 'starting', 'evacuation', 'battlefield', 'treatment', 'series', 'hospitals', 'eventually', 'returning', 'united', 'state']",7.1
One Night in Paris,comedy,"['allstar', 'group', 'french', 'comics', 'make', 'joyful', 'return', 'stage', 'perform', 'iconic', 'clubs', 'like', 'le', 'fridge', 'barbes', 'jamel', 'comedy', 'club']",
One Man Out,action,"['soldier', 'fortune', 'stephen', 'mchattie', 'fights', 'drug', 'runners', 'central', 'america']",4.7
Ricky Martin: One Night Only,documentary,"['ricky', 'martin', 'one', 'night', 'invites', 'offstage', 'one', 'latin', 'musics', 'biggest', 'superstars', 'video', 'features', 'live', 'versions', 'livin', 'la', 'vida', 'loca', 'la', 'copa', 'de', 'la', 'vida', 'plus']",7.4
One Night in Paris,comedy,"['allstar', 'group', 'french', 'comics', 'make', 'joyful', 'return', 'stage', 'perform', 'iconic', 'clubs', 'like', 'le', 'fridge', 'barbes', 'jamel', 'comedy', 'club']",
It Happened One Night,drama,"['based', 'true', 'story', 'almost', 'documentarylike', 'drama', 'tells', 'story', 'young', 'woman', 'doctor', '1942', 'helped', 'several', 'jewish', 'children', 'escape', 'border', 'neutral', 'sweden', 'knowing', 'trust', 'chased', 'germa']",5.5
The Evolved: Part One,comedy,"['dead', 'dogs', 'foetus', 'burgers', 'nazi', 'clownchefs', 'something', 'smells', 'fishy', 'london', 'glovers', 'pants', 'detective', 'danny', 'glover', 'scarborough', 'polices', 'premier', 'dognappingring', 'buster', 'general', 'fat', 'bastard', 'arrives']",5.6
One Ticket Please,documentary,"['78yearold', 'indian', 'woman', 'new', 'york', 'worlds', 'passionate', 'theatergoer', 'nicki', 'cochrane', 'going', 'least', 'one', 'play', 'every', 'day', '25', 'years', 'acquiring', 'free', 'tickets', 'using', 'variety', 'ingenious', 'means']",7.8
"Two Birds, One Stone",drama,[],3.7
Pinkie on the One,animation,"['rainbow', 'looking', 'new', 'drummer', 'band', 'realizes', 'pinkie', 'well', 'drums', 'anywhere', 'else']",6.7
One Nation Under God,documentary,"['question', 'everything', 'live', 'something']",6.3
Let Each One Go Where He May,drama,"['film', 'traces', 'extensive', 'journey', 'two', 'unidentified', 'brothers', 'venture', 'outskirts', 'paramaribo', 'suriname', 'land', 'rapids', 'past', 'maroon', 'village', 'upper', 'suriname', 'river', 'rehearsal', 'voyage', 'un']",7.2
For One Thousand Dollars Per Day,action,"['man', 'trains', 'become', 'best', 'shot', 'west', 'order', 'get', 'rid', 'gang', 'killers', 'home', 'town', 'murdered', 'parents']",5.2
One Mother's Family,animation,"['mother', 'hen', 'taking', 'brood', 'walk', 'encounter', 'obstacles', 'along', 'way', 'traffic', 'theres', 'runt', 'litter', 'trouble', 'rest', 'momma', 'stalks', 'inchworm', 'shushes', 'chicks']",6.2
Gunman of One Hundred Crosses,action,"['irishman', 'killed', 'wild', 'west', 'son', 'jimmy', 'goes', 'searching', 'killers', 'father', 'soon', 'ambushed', 'two', 'highwaymen', 'killed', 'django', 'sartana', 'depending', 'films', 'version', 'finds', 'read']",4.5
One More Flip,drama,"['final', 'drug', 'deal', 'go', 'wrong', 'landing', 'demarco', 'beasley', 'jail', 'one', 'else', 'turn', 'turns', 'girlfriend', 'taji', 'adds', 'dealing', 'drugs', 'already', 'full', 'plate']",6.6
Never Travel on a One Way Ticket,drama,"['among', 'human', 'remains', 'barely', 'alive', 'operates', 'investigator', 'bitter', 'man', 'mole', 'digs', 'way', 'among', 'facts', 'fictions', 'life', 'beaten', 'broke', 'hungry', 'liable', 'evicted']",5.5
One-Eyed Horse,drama,"['hadley', 'missouri', '1887', 'justin', 'gatewood', 'recently', 'released', 'prison', 'attempting', 'kill', 'old', 'adversary', 'william', 'curry', 'twentyfive', 'years', 'earlier', 'gatewood', 'brother', 'confederate', 'prisonersofwar', 'deat']",4.0
One Woman Is Not Enough,drama,"['journalists', 'affairs', '3', 'different', 'womena', 'rich', 'journalista', 'rebelious', 'college', 'student', 'poor', 'girl', 'victim', 'homelessness', 'building', 'collapsehis', 'trouble', 'making', 'equal', 'love']",5.5
Marlon Brando: Wild One,documentary,"['examination', 'craft', 'marlon', 'brando', 'narrated', 'professionals', 'film', 'industry', 'film', 'follows', 'career', 'stage', 'streetcar', 'named', 'desire', 'actors']",7.7
One Woman Is Not Enough,drama,"['journalists', 'affairs', '3', 'different', 'womena', 'rich', 'journalista', 'rebelious', 'college', 'student', 'poor', 'girl', 'victim', 'homelessness', 'building', 'collapsehis', 'trouble', 'making', 'equal', 'love']",5.5
One of These Days,drama,"['beirut', 'autumn', 'day', 'city', 'edge', 'chaos', 'maya', 'tarek', 'yasmina', 'rami', 'aged', '17', '22', 'years', 'old', 'ordinary', 'day', 'question', 'sex', 'love', 'night', 'time', 'hang']",5.8
One Pea and Two Peas,animation,"['story', 'two', 'little', 'gluttons', 'ate', 'two', 'throat']",7.1
One Minute Puberty,animation,"['short', 'film', 'puberty']",6.7
The New Air Force One: Flying Fortress,documentary,"['new', 'air', 'force', 'one', 'flying', 'fortress', 'follows', 'new', 'presidential', 'aircrafts', 'creation', 'diving', 'transformed', 'topsecret', 'command', 'center']",5.2
Blondie: One Way or Another,documentary,"['documentary', 'new', 'york', 'band', 'blondie', 'early', 'beginnings', 'bowery', 'clubs', 'like', 'cbgbs', 'alongside', 'coming', 'bands', 'like', 'ramones', 'patti', 'smith', 'talking', 'heads']",7.7
DOTGA: Da One That Ghost Away,comedy,"['wanting', 'save', 'house', 'beloved', 'grandmother', 'sequestered', 'paranormal', 'expert', 'carmel', 'monseratt', 'kim', 'chiu', 'bebest', 'best', 'friend', 'jerald', 'jeje', 'zeeyan', 'ryan', 'bang', 'decided', 'form', 'squad', 'ghost', 'buster']",5.5
Back to One: First Position,drama,"['hannah', 'allen', 'gifted', 'dancer', 'gives', 'dream', 'pursue', 'another', 'one', 'given', 'second', 'chance', 'gave', 'choose', 'future', 'choose', 'past']",
Zero One,drama,"['zero', 'one', 'tells', 'story', 'devon', 'owens', 'man', 'make', 'choices', 'order', 'protect', 'world', 'may', 'truly', 'want', 'save']",7.3
One Husband Too Many,comedy,"['young', 'editorinchief', 'fashion', 'magazine', 'must', 'divorce', 'ex', 'unbeknownst', 'current', 'beau', 'proposed']",5.5
A Million to One,action,"['john', 'kent', 'monte', 'blue', 'wins', 'olympic', 'decathlon', 'disqualified', 'charge', 'professionalism', 'william', 'stevens', 'kenneth', 'harlan', 'secondplace', 'finisher', 'awarded', 'title', 'trophies', 'six', 'years', 'later', 'kent', 'running']",5.8
One More Chance,drama,"['exconvict', 'spending', 'six', 'years', 'prison', 'tries', 'reestablish', 'relationship', 'son', 'hasnt', 'seen', 'time']",5.6
The One Eyed Soldiers,action,"['nassaum', 'border', 'town', 'intrigueinfested', 'central', 'european', 'republic', 'body', 'dr', 'charles', 'berens', 'chief', 'united', 'nations', 'medical', 'relief', 'organization', 'seen', 'hurtling', 'lofty', 'parapet', 'ancient', 'church', 'ha']",4.2
One More Chance,comedy,"['three', 'exconvicts', 'face', 'difficulties', 'release', 'prison']",5.7
One Ephemeral Mission,animation,"['entity', 'comes', 'sphere', 'creates', 'finally', 'something', 'totally', 'different', 'cube']",6.9
The One Day at a Time Reunion,comedy,[],7.3
We Will Be Happy One Day,documentary,"['daniel', 'quite', 'ordinary', 'adolescent', 'pimply', 'loathing', 'school', 'bad', 'mood', 'thereâ’s', 'trouble', 'teachers', 'boxing', 'coach', 'wants', 'see', 'motivation', 'rains', 'pours', 'spend', 'youth', 'lipiny', 'places', 'sootblackened', 'industrial', 'area', 'reputed', 'polandâ’s', 'poorest', 'city', 'highest', 'pollution', 'doesnâ’t', 'make', 'things', 'easier', 'moreover', 'daniel', 'lives', 'grandmother', 'dominant', 'chainsmoking', 'termagant', 'frequently', 'gives', 'earful', 'though', 'really', 'means', 'well', 'itâ’s', 'natural', 'try', 'something', 'crazy', 'original', 'â–', 'make', 'film', 'example', 'roams', 'streets', 'neighbourhood', 'mobile', 'phone', 'camera', 'asking', 'kids', 'schoolmates', 'homeless', 'people', 'dreams', 'unexpectedly', 'come', 'true', 'daniel', 'behind', 'everything', 'possible', 'film', 'grandmother', 'almost', 'jeopardises', 'project', 'even', 'though', 'despite', 'crabbiness', 'secret', 'star', 'backhanded', 'work', 'cheerful', 'mix', 'documentary', 'observation', 'staged', 'scenes', 'filmmaker', 'paweamp322', 'wysoczaamp324ski', 'raises', 'question', 'truth', 'truthfulness', 'plea', 'dreams', 'however', 'unrealistic', 'may', 'end', 'itâ’s', 'important', 'whether', 'daniel', 'ever', 'finish', 'film', 'grandmother', 'screenwriter', 'could', 'invented', 'cornelia', 'klauãÿ']",7.8
One Crazy Thing,comedy,"['jay', 'former', 'daytime', 'tv', 'star', 'whose', 'life', 'hit', 'rock', 'bottom', 'meets', 'dream', 'girl', 'hannah', 'bright', 'beautiful', 'hates', 'modern', 'life', 'theres', 'one', 'problem', 'jay', 'tell', 'hannah', 'leaked', 'sex', 'tape', 'made']",7.4
No One Man,drama,"['boyfriend', 'rich', 'bored', 'socialite', 'dies', 'weak', 'heart', 'finds', 'attracted', 'doctor', 'treated', 'hardworking', 'idealist', 'decidedly', 'different', 'usual', 'spoiled', 'society', 'rich', 'kids', 'used']",5.9
Maangamizi: The Ancient One,drama,"['american', 'woman', 'doctor', 'comes', 'tanzania', 'work', 'hospital', 'mentally', 'disturbed', 'tanzanian', 'lover', 'meets', 'sometimes', 'catatonic', 'patient', 'samahe', 'seems', 'communication', 'another', 'reality']",7.1
A One World Agenda: The Illuminati,documentary,"['elite', 'group', 'controls', 'world', 'run', 'governments', 'companies', 'religions', 'story', 'worlds', 'powerful', 'secret', 'sacred', 'order']",3.9
Maangamizi: The Ancient One,drama,"['american', 'woman', 'doctor', 'comes', 'tanzania', 'work', 'hospital', 'mentally', 'disturbed', 'tanzanian', 'lover', 'meets', 'sometimes', 'catatonic', 'patient', 'samahe', 'seems', 'communication', 'another', 'reality']",7.1
No One Can Judge Me,comedy,"['two', 'youths', 'work', 'together', 'department', 'store', 'love', 'also', 'supervisor', 'eyes', 'young', 'girl']",5.6
Here One Does Not Die,drama,"['ashkan', 'soldier', 'guarding', 'place', 'near', 'border', 'iraq', 'iran', 'one', 'lives', 'one', 'day', 'notices', 'girl', 'far', 'village']",5.1
